GRD -Código,GRD -Descripción
31203,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/MCC"
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
114133,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
121142,PH PROSTATECTOMÍA TRANSURETRAL w/CC
131202,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS w/CC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
121141,PH PROSTATECTOMÍA TRANSURETRAL
94123,MH CELULITIS w/MCC
81603,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/MCC
41102,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO w/CC
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
14222,MH CONVULSIONES w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
71132,PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y PANCREÁTICOS w/CC
14231,MH MIGRAÑA Y OTRAS CEFALEAS
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
54223,HM CARDIOMIOPATÍA w/MCC
54113,MH ENDOCARDITIS AGUDA Y SUBAGUDA w/MCC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
84212,MH OTROS DIAGNÓSTICOS DEL APARATO MÚSCULOESQUELÉTICO Y TEJIDO CONJUNTIVO w/CC
111401,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
14221,MH CONVULSIONES
21303,PH PROCEDIMIENTOS INTRAOCULARES Y DEL CRISTALINO w/MCC
51063,PH OTROS PROCEDIMIENTOS CARDIOTORÁCICOS w/MCC
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
44182,MH ASMA Y BRONQUITIS w/CC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
41013,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO CON TRAQUEOSTOMÍA w/MCC
114101,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL
44203,MH NEUMOTÓRAX Y DERRAME PLEURAL w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
54132,MH TROMBOFLEBITIS VENOSA PROFUNDA w/CC
44203,MH NEUMOTÓRAX Y DERRAME PLEURAL w/MCC
174133,MH QUIMIOTERAPIA w/MCC
174103,MH LEUCEMIA AGUDA w/MCC
31202,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
14242,MH TRAUMA CRANEAL w/CC
54233,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/MCC"
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
131201,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
64132,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/CC"
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
71132,PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y PANCREÁTICOS w/CC
124112,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/CC
114111,MH NEFRITIS
44151,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO
44152,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/CC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
64103,MH MALIGNIDAD EN EL TRACTO DIGESTIVO w/MCC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44181,MH ASMA Y BRONQUITIS
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
31203,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/MCC"
74123,MH TRASTORNOS DEL PÁNCREAS EXCLUYENDO MALIGNIDAD w/MCC
54122,MH INSUFICIENCIA CARDÍACA w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
14222,MH CONVULSIONES w/CC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
34111,MH PÉRDIDA DEL EQUILIBRIO
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
111402,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES w/CC
14223,MH CONVULSIONES w/MCC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
91301,PH INJERTO DE PIEL SIN QUEMADURAS
91301,PH INJERTO DE PIEL SIN QUEMADURAS
174132,MH QUIMIOTERAPIA w/CC
41013,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO CON TRAQUEOSTOMÍA w/MCC
91302,PH INJERTO DE PIEL SIN QUEMADURAS w/CC
81023,PH AMPUTACIÓN w/MCC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
174112,MH LINFOMA O LEUCEMIA NO AGUDA w/CC
51053,PH BYPASS CORONARIO CON CATETERISMO CARDÍACO w/MCC
51021,PH PROCEDIMIENTOS EN VÁLVULAS CARDÍACAS MEDIANTE CATETERISMO CARDÍACO
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
61133,PH PROCEDIMIENTOS DEL APÉNDICE w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
164132,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA w/CC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
124112,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
14192,MH INFECCIONES NO BACTERIANAS DEL SISTEMA NERVIOSO EXCLUYENDO MENINGITIS VIRAL w/CC
14163,MH ISQUEMIA TRANSITORIA w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
54122,MH INSUFICIENCIA CARDÍACA w/CC
54122,MH INSUFICIENCIA CARDÍACA w/CC
44142,MH MALIGNIDIAD RESPIRATORIA w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
64132,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/CC"
94142,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/CC
121142,PH PROSTATECTOMÍA TRANSURETRAL w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
54213,HM SÍNCOPE Y COLAPSO w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
41102,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO w/CC
174132,MH QUIMIOTERAPIA w/CC
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
81301,PH PROCEDIMIENTOS EN EL PIE
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
74141,MH OTROS TRASTORNOS DEL TRACTO BILIAR
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
164123,MHCRISIS DE ANEMIA DREPANOCÍTICA (DE CÉLULAS FALCIFORMES) w/MCC
121131,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL
174101,MH LEUCEMIA AGUDA
54121,MH INSUFICIENCIA CARDÍACA
64143,MH INSUFICIENCIA VASCULAR GASTROINTESTINAL w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
74142,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/CC
14222,MH CONVULSIONES w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
94101,MH TRASTORNOS MAYORES DE LA PIEL
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
111301,PH PROCEDIMIENTOS EN LA VEJIGA Y EN EL TRACTO URINARIO INFERIOR
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
61111,PH ADHESIÓLISIS PERITONEAL
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
111401,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES
64131,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON"
54123,MH INSUFICIENCIA CARDÍACA w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
64111,MH GASTRITIS Y ÚLCERA PÉPTICA
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
174133,MH QUIMIOTERAPIA w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
34152,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
34143,MH ENFERMEDADES ORALES Y DENTALES w/MCC
44201,MH NEUMOTÓRAX Y DERRAME PLEURAL
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
54131,MH TROMBOFLEBITIS VENOSA PROFUNDA
64121,MH ENFERMEDADES ESOFÁGICAS
174132,MH QUIMIOTERAPIA w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
74132,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/CC"
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
54123,MH INSUFICIENCIA CARDÍACA w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
41101,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO
91301,PH INJERTO DE PIEL SIN QUEMADURAS
81301,PH PROCEDIMIENTOS EN EL PIE
51123,PH PROCEDIMIENTOS VASCULARES TORÁCICOS COMPLEJOS w/MCC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
81023,PH AMPUTACIÓN w/MCC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
91302,PH INJERTO DE PIEL SIN QUEMADURAS w/CC
184153,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA w/MCC
51123,PH PROCEDIMIENTOS VASCULARES TORÁCICOS COMPLEJOS w/MCC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
71103,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO w/MCC
71103,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO w/MCC
81402,PH EXCISIÓN LOCAL Y REMOCIÓN DE DISPOSITIVO DE FIJACIÓN INTERNO w/CC
81302,PH PROCEDIMIENTOS EN EL PIE w/CC
34103,"PH MALIGNIDAD DE OÍDOS, NARIZ, BOCA Y GARGANTA w/MCC"
44193,MH ENFERMEDAD PULMONAR INTERSTICIAL w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
161203,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/MCC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
14262,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/CC
94101,MH TRASTORNOS MAYORES DE LA PIEL
174113,MH LINFOMA O LEUCEMIA NO AGUDA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
24121,MH OTROS TRASTORNOS DE LOS OJOS
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
31202,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
54133,MH TROMBOFLEBITIS VENOSA PROFUNDA w/MCC
11013,PH PROCEDIMIENTOS VASCULARES INTRACRANEALES w/MCC
81022,PH AMPUTACIÓN w/CC
184153,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA w/MCC
64103,MH MALIGNIDAD EN EL TRACTO DIGESTIVO w/MCC
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
94122,MH CELULITIS w/CC
14153,MH ACCIDENTE VASCULAR CEREBRAL SIN ESPECIFICAR Y OCLUSIÓN PRECEREBRAL SIN INFARTO w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
64152,MH OBSTRUCCIÓN GASTROINTESTINAL w/CC
51202,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO w/CC
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
74113,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
74142,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/CC
51153,PH CATETERISMO CARDÍACO w/MCC
81802,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
51153,PH CATETERISMO CARDÍACO w/MCC
81041,PH PROCEDIMIENTOS MAYORES DE RECOLOCACIÓN DE LOS MIEMBROS Y ARTICULACIONES DE LAS EXTREMIDADES INFERIORES
41103,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
81072,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
54121,MH INSUFICIENCIA CARDÍACA
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
81042,PH PROCEDIMIENTOS MAYORES DE RECOLOCACIÓN DE LOS MIEMBROS Y ARTICULACIONES DE LAS EXTREMIDADES INFERIORES w/CC
64173,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/MCC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
44202,MH NEUMOTÓRAX Y DERRAME PLEURAL w/CC
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
41202,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
64112,MH GASTRITIS Y ÚLCERA PÉPTICA w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
51152,PH CATETERISMO CARDÍACO w/CC
84183,PA OTRAS ENFERMEDADES DE LOS HUESOS Y ARTICULACIONES w/MCC
54122,MH INSUFICIENCIA CARDÍACA w/CC
94141,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS
121102,PH PROSTATECTOMÍA COMPLEJA w/CC
21301,PH PROCEDIMIENTOS INTRAOCULARES Y DEL CRISTALINO
41103,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
74123,MH TRASTORNOS DEL PÁNCREAS EXCLUYENDO MALIGNIDAD w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
51153,PH CATETERISMO CARDÍACO w/MCC
54133,MH TROMBOFLEBITIS VENOSA PROFUNDA w/MCC
104131,MH OTROS TRASTORNOS ENDÓCRINOS
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
34141,MH ENFERMEDADES ORALES Y DENTALES
111301,PH PROCEDIMIENTOS EN LA VEJIGA Y EN EL TRACTO URINARIO INFERIOR
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
54243,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/MCC
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
14172,MH TRASTORNOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
14223,MH CONVULSIONES w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
114163,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
124113,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/MCC
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
54122,MH INSUFICIENCIA CARDÍACA w/CC
14262,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/CC
74122,MH TRASTORNOS DEL PÁNCREAS EXCLUYENDO MALIGNIDAD w/CC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
14221,MH CONVULSIONES
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
71141,PH COLECISTECTOMÍA LAPAROSCÓPICA
14231,MH MIGRAÑA Y OTRAS CEFALEAS
134121,MH TRASTORNOS MENSTRUALES Y OTROS DEL APARATO REPRODUCTOR FEMENINO
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
194163,MH ALTERACIONES ORGÁNICAS Y RETRASO MENTAL w/MCC
14221,MH CONVULSIONES
14221,MH CONVULSIONES
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
14222,MH CONVULSIONES w/CC
104111,MH HIPOVOLEMIA Y TRASTORNOS ELECTROLÍTICOS
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
184131,MH INFECCIÓN NO BACTERIANAS
74132,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/CC"
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
184111,MH INFECCIONES POST OPERATORIAS Y POSTRAUMÁTICAS
54191,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA
64112,MH GASTRITIS Y ÚLCERA PÉPTICA w/CC
114111,MH NEFRITIS
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
74102,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/CC
14233,MH MIGRAÑA Y OTRAS CEFALEAS w/MCC
14241,MH TRAUMA CRANEAL
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
44211,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO"
64173,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/MCC
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
124112,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/CC
